id,lon,lat,year,month,tmin,tmax,mean_cloud,wind,prcp,wet_day
NOE00112080,16.1497,69.3,1990,1,-2.354838743084861,1.535483899616426,0.0,0.0,87.40000109374523,20
NOE00112080,16.1497,69.3,1990,2,-0.9750000185200146,3.2142857438219443,0.0,0.0,147.00000290572643,15
NOE00112080,16.1497,69.3,1990,3,-3.051612952303502,2.3354839057691636,0.0,0.0,142.6000026166439,20
NOE00112080,16.1497,69.3,1990,4,-0.4400000030795733,5.393333457907041,0.0,0.0,109.70000436156988,23
NOE00112080,16.1497,69.3,1990,5,2.5870968218772643,6.487096878790086,0.0,0.0,123.80000311136246,25
NOE00112080,16.1497,69.3,1990,6,7.420000123977661,12.493333450953166,0.0,0.0,47.699999898672104,12
NOE00112080,16.1497,69.3,1990,7,10.012903459610477,14.95806469455842,0.0,0.0,31.500000543892384,14
NOE00112080,16.1497,69.3,1990,8,9.429032356508317,15.451613210862682,0.0,0.0,72.90000134706497,20
NOE00112080,16.1497,69.3,1990,9,6.043333429098129,12.283333555857341,0.0,0.0,58.600002221763134,12
NOE00112080,16.1497,69.3,1990,10,3.1419355227581915,8.109677545485958,0.0,0.0,132.60000201314688,21
NOE00112080,16.1497,69.3,1990,11,-2.3466667013863725,2.356666721900304,0.0,0.0,83.70000141859055,21
NOE00112080,16.1497,69.3,1990,12,-0.41935485313015597,4.022580762063304,0.0,0.0,171.40000203996897,27
ROE00108892,28.63,44.22,1962,1,-0.4161290341327267,5.2935485022683295,0.0,0.0,24.300000086426735,10
ROE00108892,28.63,44.22,1962,2,-1.3285714366606303,4.146428635077817,0.0,0.0,27.40000069141388,7
ROE00108892,28.63,44.22,1962,3,1.5129032757493757,7.12258080032564,0.0,0.0,48.100000470876694,12
ROE00108892,28.63,44.22,1962,4,7.186666798591614,13.686666901906332,0.0,0.0,18.000000022351742,7
ROE00108892,28.63,44.22,1962,5,12.967742227738903,19.751613247779108,0.0,0.0,48.39999979734421,7
ROE00108892,28.63,44.22,1962,6,15.56333360671997,22.75333375930786,0.0,0.0,2.000000074505806,3
ROE00108892,28.63,44.22,1962,7,18.25806479300222,24.80967761624244,0.0,0.0,5.200000010430813,4
ROE00108892,28.63,44.22,1962,8,19.951613180098995,26.63225813834898,0.0,0.0,3.800000011920929,3
ROE00108892,28.63,44.22,1962,9,14.353333600362141,21.40666691462199,0.0,0.0,23.900000765919685,6
ROE00108892,28.63,44.22,1962,10,10.877419617868238,17.238710003514445,0.0,0.0,7.500000216066837,9
ROE00108892,28.63,44.22,1962,11,9.410000192125638,14.470000314712525,0.0,0.0,107.60000096261501,12
ROE00108892,28.63,44.22,1962,12,-1.6290322864247906,3.941935552704719,0.0,0.0,44.800000332295895,16
ROE00108892,28.63,44.22,1966,1,-2.019354839719111,3.551612939325071,0.0,0.0,154.8000030592084,20
ROE00108892,28.63,44.22,1966,2,3.349999997764826,9.950000188180379,0.0,0.0,12.900000095367432,9
ROE00108892,28.63,44.22,1966,3,4.083871023789529,9.693548540915213,0.0,0.0,15.300000287592411,8
ROE00108892,28.63,44.22,1966,4,9.683333476384481,15.510000197092692,0.0,0.0,36.700001090765,8
ROE00108892,28.63,44.22,1966,5,12.380645382788874,19.864516442821873,0.0,0.0,18.300000250339508,8
ROE00108892,28.63,44.22,1966,6,14.830000178019207,22.303333568573,0.0,0.0,22.00000048428774,7
ROE00108892,28.63,44.22,1966,7,18.990322820601925,26.68064554276005,0.0,0.0,21.500000528991222,5
ROE00108892,28.63,44.22,1966,8,19.690322845212876,26.448387515160345,0.0,0.0,36.500000953674316,4
ROE00108892,28.63,44.22,1966,9,14.870000267028809,21.9733336130778,0.0,0.0,52.90000267326832,4
ROE00108892,28.63,44.22,1966,10,14.667742190822478,20.9935486701227,0.0,0.0,39.20000106096268,4
ROE00108892,28.63,44.22,1966,11,6.766666817168395,12.750000158945719,0.0,0.0,85.00000078976154,13
ROE00108892,28.63,44.22,1966,12,0.33548388149469127,6.161290374494368,0.0,0.0,91.10000301152468,15
ROE00108892,28.63,44.22,1970,1,-0.1677419435112707,5.477419480681419,0.0,0.0,6.900000162422657,11
ROE00108892,28.63,44.22,1970,2,0.05714285506733826,6.153571526919093,0.0,0.0,98.40000207722187,14
ROE00108892,28.63,44.22,1970,3,2.9548387537079472,10.100000219960366,0.0,0.0,22.600000582635403,9
ROE00108892,28.63,44.22,1970,4,7.250000123182932,14.726666990915934,0.0,0.0,17.200000442564487,10
ROE00108892,28.63,44.22,1970,5,11.18709691878288,17.919355084819177,0.0,0.0,115.4000018760562,14
ROE00108892,28.63,44.22,1970,6,15.846667035420735,23.963333574930825,0.0,0.0,8.900000222027302,8
ROE00108892,28.63,44.22,1970,7,19.193548756261027,27.029032737978042,0.0,0.0,13.70000047981739,4
ROE00108892,28.63,44.22,1970,8,17.645161628723145,25.84516174562516,0.0,0.0,25.000000596046448,5
ROE00108892,28.63,44.22,1970,9,13.613333670298259,21.776667181650797,0.0,0.0,2.800000049173832,2
ROE00108892,28.63,44.22,1970,10,7.119355021705551,16.048387296738163,0.0,0.0,49.60000115633011,10
ROE00108892,28.63,44.22,1970,11,5.373333466053009,12.96000030040741,0.0,0.0,34.599999874830246,8
ROE00108892,28.63,44.22,1970,12,1.4516129022644413,6.93225823679278,0.0,0.0,12.30000002682209,6
ROE00108892,28.63,44.22,1971,1,0.8677419464915029,6.993548533368495,0.0,0.0,28.300000846385956,8
ROE00108892,28.63,44.22,1971,2,0.15000000516218798,5.075000113674572,0.0,0.0,47.10000129044056,10
